1	7
2	2
3	6
4	6
5	5
6	6
7	1
8	5
9	6
10	5
11	6
12	8
13	1
14	6
15	4
16	1
17	7
18	8
19	7
20	7
21	8
22	1
23	6
24	1
25	6
26	6
27	5
28	6
29	7
30	6
31	2
32	7
33	7
34	3
35	7
36	7
37	3
38	6
39	6
40	1
41	7
42	7
43	2
44	5
45	6
46	5
47	7
48	7
49	6
50	7
51	6
52	3
53	6
54	6
55	6
56	1
57	4
58	4
59	7
60	8
61	5
62	5
63	5
64	5
65	1
66	7
67	7
68	3
69	4
70	6
71	5
72	7
73	6
74	2
75	5
76	1
77	7
78	3
79	6
80	6
81	8
82	6
83	4
84	7
85	7
86	5
87	6
88	1
89	6
90	6
91	6
92	7
93	4
94	7
95	5
96	7
97	6
98	5
99	5
100	7
101	5
102	3
103	4
104	7
105	4
106	6
107	5
108	8
109	1
110	4
111	5
112	8
113	7
114	6
115	1
116	7
117	7
118	5
119	6
120	1
121	5
122	5
123	6
124	6
125	6
126	6
127	6
128	6
129	6
130	6
131	6
132	6
133	6
134	7
135	6
136	3
137	5
138	5
139	1
140	4
141	7
142	5
143	8
144	6
145	7
146	5
147	5
148	5
149	5
150	6
151	1
152	6
153	1
154	5
155	4
156	3
157	6
158	4
159	7
160	7
161	5
162	6
163	5
164	7
165	6
166	4
167	5
168	6
169	4
170	6
171	6
172	7
173	3
174	5
175	4
176	6
177	5
178	6
179	6
180	7
181	7
182	3
183	6
184	7
185	5
186	5
187	7
188	7
189	6
190	6
191	4
192	5
193	7
194	3
195	3
196	6
197	3
198	6
199	6
200	8
201	6
202	7
203	7
204	3
205	6
206	5
207	7
208	4
209	7
210	4
211	5
212	6
213	6
214	7
215	5
216	7
217	5
218	3
219	7
220	4
221	5
222	4
223	6
224	7
225	1
226	5
227	7
228	6
229	6
230	7
231	1
232	6
233	5
234	7
235	8
236	1
237	7
238	5
239	7
240	5
241	8
242	5
243	7
244	6
245	4
246	7
247	5
248	2
249	4
250	7
251	6
252	4
253	5
254	5
255	6
256	6
257	6
258	7
259	6
260	1
261	5
262	3
263	5
264	8
265	7
266	8
267	5
268	7
269	7
270	6
271	6
272	5
273	3
274	6
275	6
276	6
277	7
278	7
279	6
280	1
281	5
282	4
283	1
284	5
285	5
286	7
287	6
288	2
289	6
290	8
291	7
292	3
293	5
294	6
295	7
296	1
297	7
298	5
299	6
300	1
301	7
302	7
303	6
304	8
305	5
306	6
307	5
308	4
309	8
310	7
311	6
312	5
313	5
314	7
315	5
316	6
317	6
318	4
319	6
320	2
321	6
322	7
323	1
324	6
325	6
326	7
327	3
328	6
329	6
330	5
331	5
332	8
333	5
334	4
335	8
336	5
337	6
338	8
339	1
340	6
341	6
342	4
343	6
344	7
345	6
346	7
347	5
348	5
349	2
350	5
351	1
352	7
353	7
354	1
355	5
356	7
357	7
358	1
359	7
360	8
361	6
362	1
363	6
364	6
365	5
366	8
367	5
368	5
369	6
370	6
371	6
372	4
373	5
374	4
375	7
376	2
377	5
378	8
379	5
380	3
381	7
382	6
383	4
384	7
385	8
386	5
387	4
388	8
389	8
390	6
391	7
392	5
393	5
394	5
395	7
396	5
397	4
398	7
399	5
400	3
401	6
402	7
403	7
404	6
405	6
406	3
407	6
408	6
409	5
410	5
411	1
412	6
413	6
414	5
415	7
416	6
417	8
418	3
419	7
420	5
421	5
422	6
423	3
424	5
425	4
426	7
427	8
428	6
429	5
430	5
431	6
432	6
433	7
434	8
435	6
436	4
437	4
438	8
439	7
440	6
441	1
442	6
443	5
444	5
445	7
446	7
447	6
448	7
449	1
450	6
451	3
452	5
453	6
454	5
455	6
456	3
457	7
458	7
459	5
460	6
461	7
462	1
463	6
464	2
465	4
466	6
467	7
468	6
469	6
470	6
471	5
472	6
473	5
474	8
475	7
476	7
477	4
478	6
479	7
480	6
481	5
482	6
483	4
484	6
485	5
486	5
487	6
488	5
489	7
490	7
491	6
492	4
493	8
494	4
495	5
496	5
497	6
498	6
499	2
500	7
501	3
502	5
503	7
504	7
505	5
506	7
507	7
508	3
509	5
510	3
511	5
512	1
513	6
514	7
515	8
516	2
517	7
518	7
519	6
520	8
521	6
522	4
523	6
524	5
525	3
526	1
527	5
528	8
529	6
530	7
531	5
532	6
533	7
534	6
535	5
536	4
537	6
538	7
539	5
540	4
541	6
542	4
543	3
544	5
545	4
546	6
547	5
548	6
549	2
550	6
551	7
552	5
553	7
554	1
555	4
556	4
557	5
558	1
559	5
560	7
561	6
562	6
563	6
564	5
565	8
566	6
567	7
568	5
569	6
570	4
571	5
572	6
573	6
574	7
575	6
576	8
577	5
578	6
579	4
580	5
581	6
582	4
583	6
584	1
585	4
586	7
587	6
588	6
589	7
590	6
591	6
592	3
593	1
594	6
595	6
596	1
597	6
598	6
599	6
600	7
601	7
602	4
603	5
604	4
605	6
606	7
607	6
608	1
609	5
610	1
611	6
612	6
613	5
614	7
615	6
616	1
617	8
618	6
619	2
620	8
621	1
622	7
623	4
624	7
625	4
626	2
627	6
628	4
629	5
630	8
631	5
632	6
633	7
634	7
635	5
636	5
637	3
638	1
639	7
640	6
641	2
642	6
643	7
644	1
645	7
646	5
647	1
648	5
649	5
650	7
651	7
652	6
653	1
654	7
655	7
656	5
657	5
658	4
659	4
660	6
661	1
662	4
663	2
664	4
665	6
666	5
667	5
668	6
669	6
670	1
671	6
672	2
673	6
674	8
675	6
676	7
677	5
678	6
679	4
680	6
681	6
682	5
683	6
684	5
685	5
686	8
687	6
688	1
689	6
690	7
691	5
692	5
693	4
694	6
695	5
696	7
697	6
698	5
699	7
700	5
701	4
702	2
703	6
704	5
705	4
706	6
707	7
708	6
709	2
710	6
711	8
712	4
713	4
714	6
715	2
716	7
717	1
718	6
719	7
720	1
721	6
722	5
723	5
724	6
725	1
726	5
727	5
728	6
729	5
730	6
731	2
732	4
733	6
734	6
735	8
736	3
737	5
738	6
739	3
740	7
741	5
742	4
743	4
744	4
745	4
746	6
747	2
748	6
749	3
750	6
751	2
752	5
753	7
754	6
755	5
756	6
757	7
758	5
759	7
760	5
761	7
762	2
763	8
764	7
765	5
766	3
767	6
768	4
769	7
770	5
771	7
772	8
773	1
774	6
775	8
776	1
777	6
778	2
779	4
780	1
781	6
782	8
783	3
784	7
785	5
786	7
787	7
788	6
789	5
790	6
791	7
792	3
793	5
794	7
795	6
796	6
797	6
798	3
799	8
800	4
801	6
802	6
803	5
804	6
805	4
806	7
807	6
808	6
809	8
810	5
811	8
812	7
813	6
814	7
815	5
816	8
817	5
818	6
819	8
820	6
821	4
822	6
823	7
824	4
825	1
826	5
827	5
828	7
829	1
830	6
831	3
832	7
833	6
834	6
835	6
836	1
837	5
838	6
839	6
840	8
841	6
842	8
843	5
844	5
845	6
846	5
847	8
848	5
849	4
850	4
851	6
852	5
853	5
854	7
855	5
856	7
857	7
858	4
859	7
860	5
861	7
862	5
863	4
864	6
865	2
866	6
867	5
868	2
869	6
870	7
871	7
872	5
873	6
874	8
875	7
876	1
877	6
878	7
879	6
880	6
881	8
882	4
883	6
884	2
885	7
886	3
887	5
888	3
889	7
890	5
891	6
892	8
893	3
894	3
895	4
896	6
897	6
898	5
899	7
900	8
901	6
902	5
903	5
904	7
905	6
906	4
907	6
908	1
909	3
910	6
911	8
912	4
913	7
914	4
915	5
916	4
917	5
918	6
919	6
920	1
921	7
922	2
923	5
924	7
925	5
926	4
927	7
928	6
929	7
930	7
931	2
932	6
933	7
934	5
935	5
936	7
937	8
938	6
939	6
940	6
941	3
942	6
943	7
944	5
945	6
946	6
947	6
948	3
949	7
950	6
951	4
952	6
953	4
954	5
955	5
956	6
957	7
958	5
959	6
960	3
961	6
962	7
963	5
964	7
965	1
966	6
967	4
968	5
969	6
970	2
971	5
972	6
973	7
974	6
975	6
976	8
977	5
978	5
979	5
980	3
981	6
982	7
983	4
984	1
985	6
986	2
987	1
988	7
989	8
990	6
991	6
992	6
993	3
994	2
995	7
996	4
997	7
998	5
999	7
1000	4
1001	8
1002	6
1003	6
1004	2
1005	7
1006	7
1007	2
1008	5
1009	4
1010	5
1011	7
1012	8
1013	7
1014	7
1015	7
1016	5
1017	7
1018	5
1019	7
1020	6
1021	5
1022	6
1023	6
1024	7
1025	7
1026	4
1027	4
1028	4
1029	6
1030	4
1031	6
1032	5
1033	6
1034	7
1035	7
1036	6
1037	7
1038	2
1039	6
1040	8
1041	4
1042	4
1043	6
1044	6
1045	7
1046	3
1047	7
1048	4
1049	6
1050	8
1051	2
1052	6
1053	5
1054	1
1055	6
1056	6
1057	7
1058	1
1059	8
1060	3
1061	7
1062	6
1063	8
1064	4
1065	6
1066	3
1067	7
1068	6
1069	4
1070	7
1071	7
1072	7
1073	4
1074	6
1075	4
1076	7
1077	5
1078	6
1079	7
1080	7
1081	7
1082	7
1083	5
1084	4
1085	5
1086	7
1087	8
1088	3
1089	6
1090	6
1091	6
1092	5
1093	7
1094	5
1095	4
1096	6
1097	6
1098	4
1099	3
1100	5
1101	7
1102	8
1103	5
1104	5
1105	5
1106	7
1107	6
1108	8
1109	5
1110	7
1111	4
1112	7
1113	5
1114	6
1115	1
1116	5
1117	6
1118	8
1119	6
1120	7
1121	6
1122	7
1123	5
1124	4
1125	5
1126	6
1127	6
1128	1
1129	6
1130	6
1131	3
1132	5
1133	5
1134	5
1135	7
1136	3
1137	7
1138	4
1139	4
1140	5
1141	4
1142	3
1143	5
1144	6
1145	8
1146	5
1147	6
1148	5
1149	6
1150	4
1151	3
1152	6
1153	6
1154	6
1155	8
1156	5
1157	6
1158	4
1159	6
1160	1
1161	5
1162	5
1163	6
1164	5
1165	5
1166	2
1167	7
1168	4
1169	7
1170	8
1171	3
1172	6
1173	7
1174	7
1175	5
1176	8
1177	2
1178	7
1179	7
1180	7
1181	7
1182	6
1183	7
1184	1
1185	4
1186	6
1187	4
1188	6
1189	5
1190	6
1191	3
1192	5
1193	3
1194	3
1195	8
1196	7
1197	8
1198	7
1199	6
1200	6
1201	5
1202	1
1203	6
1204	1
1205	7
1206	7
1207	4
1208	7
1209	1
1210	5
1211	7
1212	7
1213	6
1214	7
1215	7
1216	1
1217	5
1218	6
1219	7
1220	4
1221	8
1222	5
1223	2
1224	7
1225	4
1226	8
1227	3
1228	5
1229	7
1230	7
1231	5
1232	4
1233	7
1234	8
1235	6
1236	5
1237	7
1238	7
1239	6
1240	2
1241	6
1242	3
1243	3
1244	6
1245	5
1246	8
1247	8
1248	6
1249	2
1250	5
1251	5
1252	6
1253	6
1254	8
1255	5
1256	6
1257	3
1258	7
1259	6
1260	4
1261	6
1262	3
1263	6
1264	7
1265	2
1266	4
1267	5
1268	4
1269	7
1270	6
1271	5
1272	7
1273	5
1274	7
1275	1
1276	6
1277	5
1278	4
1279	4
1280	6
1281	6
1282	1
1283	5
1284	7
1285	1
1286	7
1287	6
1288	2
1289	8
1290	7
1291	4
1292	6
1293	1
1294	6
1295	4
1296	5
1297	4
1298	4
1299	7
1300	8
1301	3
1302	6
1303	7
1304	7
1305	7
1306	7
1307	7
1308	5
1309	6
1310	5
1311	2
1312	5
1313	7
1314	1
1315	3
1316	7
1317	1
1318	8
1319	7
1320	6
1321	6
1322	7
1323	3
1324	5
1325	4
1326	7
1327	1
1328	5
1329	6
1330	7
1331	8
1332	6
1333	5
1334	7
1335	7
1336	5
1337	6
1338	7
1339	2
1340	6
1341	6
1342	5
1343	7
1344	6
1345	7
1346	7
1347	7
1348	6
1349	8
1350	6
1351	7
1352	7
1353	2
1354	7
1355	1
1356	8
1357	7
1358	4
1359	6
1360	5
1361	6
1362	4
1363	7
1364	6
1365	5
1366	7
1367	2
1368	7
1369	5
1370	5
1371	6
1372	7
1373	5
1374	7
1375	6
1376	5
1377	4
1378	6
1379	1
1380	4
1381	3
