instance	numCrates	adjNumCrates	numCratesLB	avFillRate	avWeight	runTime
175	2	2.2648769308347347	2.0	0.5257257898703979	8388.5	117
176	2	2.446591987137065	2.0	0.6363053451027036	9349.0	664
177	4	4.684942622600018	4.0	0.7567680587155655	13150.5	1338
178	1	1.567849204538443	1.0	0.5678492045384429	8991.0	90
179	2	2.7197973138428675	2.0	0.7591021328219828	15233.0	354
180	1	1.861428239569154	1.0	0.861428239569154	12221.0	5276
181	1	1.7843351330955561	1.0	0.7843351330955561	15814.0	826
182	2	2.341775067053482	2.0	0.567072603392487	10640.5	125
183	2	2.702058437186312	2.0	0.7572662919912346	9521.5	504
184	1	1.831382685543523	1.0	0.8313826855435228	11829.0	671
185	2	2.4376689319887035	2.0	0.6267791121168479	11777.5	1646
186	3	3.0295467854928373	3.0	0.4924951978135331	11657.333333333334	817
187	1	1.3560697349381663	1.0	0.3560697349381663	5564.0	27
188	3	3.07155879834821	2.0	0.575501058180559	8773.666666666666	25793
189	1	1.770976777972133	1.0	0.770976777972133	12801.0	41
190	2	2.352437297873528	2.0	0.57755376925448	10963.5	142
191	2	2.187938752827667	2.0	0.5125816970352199	8511.5	410
192	2	2.121801129747853	2.0	0.44763104648940455	9479.5	162
193	1	1.3600963490157065	1.0	0.3600963490157066	3784.0	6
194	3	3.3987830029578308	3.0	0.6454153720182411	14602.0	423
195	1	1.613594465013123	1.0	0.613594465013123	9035.0	40
196	2	2.495893769272246	2.0	0.6579876546019028	11538.0	29
197	2	2.748033288802218	2.0	0.7973303561193202	11647.0	1229
198	1	1.7237340275003268	1.0	0.7237340275003267	13481.0	145
199	2	2.7671222661429162	2.0	0.782377253640335	13902.0	2336
200	2	2.629672472976519	2.0	0.7152184852391915	13852.5	337
201	1	1.6302487285194767	1.0	0.6302487285194768	12316.0	59
202	1	1.0982687438560739	1.0	0.09826874385607387	1809.0	0
203	3	3.7751749932062206	3.0	0.7782437399838112	12890.666666666666	5199
204	1	1.3638428755670906	1.0	0.36384287556709066	6651.0	17
205	2	2.350701720951875	2.0	0.5773640832401815	9423.5	665
206	2	2.3661881217424336	2.0	0.5992153859410001	7940.0	132
207	2	2.3072338998244195	2.0	0.5427152040560738	9388.0	647
208	2	2.822628908308017	2.0	0.8548357053309765	12735.5	4203
209	2	2.1104559336133573	1.0	0.4936784539168556	5851.5	7129
210	2	2.02838791965212	1.0	0.43958744157412244	8418.0	4683
211	2	2.519085002771835	2.0	0.6670995985731002	13218.5	752
212	1	1.6214075107689747	1.0	0.6214075107689747	10715.0	17
213	1	1.7038414128346413	1.0	0.7038414128346413	12005.0	39
214	2	2.2193373913112007	2.0	0.49996889814450957	9576.5	479
215	2	2.1296667901402357	1.0	0.4842667317903761	6688.5	1085
216	2	2.0834899985384063	1.0	0.4753441891222405	7562.5	12503
217	2	2.201159694919838	2.0	0.5020174979881734	8044.0	138
218	2	2.5532327901794574	2.0	0.6864752573521951	12994.0	139
219	1	1.7978547031096137	1.0	0.7978547031096138	14217.0	1767
220	2	2.396194886709185	2.0	0.5960221444300016	8331.0	419
221	1	1.6727970234601832	1.0	0.6727970234601831	13427.0	86
222	2	2.381960053737993	2.0	0.5928773721599285	9529.0	555
223	1	1.724489263915085	1.0	0.7244892639150852	11873.0	98
224	2	2.051111907847036	1.0	0.4507844170388241	5768.0	1267
225	1	1.487645593639214	1.0	0.4876455936392139	9840.0	34
226	1	1.6275958803240687	1.0	0.6275958803240688	9228.0	61
227	1	1.4466463783717127	1.0	0.4466463783717127	10953.0	29
228	1	1.6995499489763297	1.0	0.6995499489763298	12303.0	293
229	3	3.0246140835989177	2.0	0.5793448344980794	10295.333333333334	13583
230	1	1.5596287028376121	1.0	0.5596287028376121	7269.0	54
231	2	2.052877208621794	1.0	0.46091577528703276	4967.5	753
232	2	2.5189897270036057	2.0	0.668915076856204	12854.5	223
233	3	3.0189850007970778	2.0	0.592479771019887	10244.333333333334	11095
234	5	5.055562787220966	4.0	0.6759070996801144	10741.2	34267
235	2	2.2848527722891143	2.0	0.5397824277728022	6727.0	216
236	2	2.358271213327456	2.0	0.5950682479027658	6391.5	35
237	1	1.378750014264033	1.0	0.37875001426403293	7276.0	19
238	2	2.078447466437841	1.0	0.4565792245572871	6230.0	480
239	2	2.024268968026313	1.0	0.4152603582901865	4897.0	499
240	2	2.151439615035787	2.0	0.505743878372453	10012.0	24
241	1	1.2908685385041085	1.0	0.2908685385041085	3238.0	1
242	2	2.269875526297262	2.0	0.5547328881315114	11070.0	248
243	2	2.0666832892475067	1.0	0.4651465273212433	5847.0	866
244	4	4.391400053384496	3.0	0.7365981979418658	10796.25	31307
245	3	3.4221280944096995	3.0	0.6711563730609751	11388.666666666666	81
246	3	3.307241484531764	3.0	0.6326995228444666	12532.666666666666	268
247	1	1.407893398099901	1.0	0.407893398099901	6257.0	31
248	3	3.3914415073405504	3.0	0.6795717690936599	12864.0	584
249	2	2.335852230586127	2.0	0.5768405334413504	10378.5	117
250	3	3.560732425806017	3.0	0.7107203096346305	15488.0	423
251	2	2.420610925171897	2.0	0.6178588926924032	11238.5	279
252	2	2.3795187801567566	2.0	0.5882858454350983	8798.5	169
253	1	1.770050441492604	1.0	0.7700504414926039	12507.0	237
254	1	1.4902261479574144	1.0	0.49022614795741437	12842.0	43
255	1	1.2723903009313497	1.0	0.2723903009313497	6842.0	9
256	4	4.36561264061404	3.0	0.7382408906696779	11215.5	22821
257	2	2.441691218455447	2.0	0.6398417319845492	11665.5	119
258	3	3.055675942854856	2.0	0.6053644501608387	8764.0	36933
259	2	2.0717829913643895	1.0	0.4904193985563956	6378.5	2168
260	1	1.387820117071894	1.0	0.3878201170718939	8076.0	13
261	2	2.7050248321724064	2.0	0.7388798680980672	12289.0	235
262	1	1.3568426462264953	1.0	0.35684264622649536	5717.0	8
263	1	1.559372690493626	1.0	0.5593726904936261	9306.0	29
264	2	2.0551905671386335	1.0	0.4550434465930577	7771.5	3723
265	1	1.6661821336957048	1.0	0.6661821336957047	10676.0	90
266	4	4.869767613905506	4.0	0.8846467711821118	13191.0	275486
267	1	1.6025547982008892	1.0	0.6025547982008892	10048.0	27
268	2	2.8275796267289914	2.0	0.837308710776728	11138.5	7230
269	2	2.608716883214617	2.0	0.7123266048779507	14243.0	142
270	2	2.5433230853231974	2.0	0.664496107917676	12783.5	531
271	1	1.7348623420032006	1.0	0.7348623420032004	11528.0	99
272	2	2.207591207871022	2.0	0.5002146153301786	9021.5	146
273	2	2.5889915420946816	2.0	0.6913627812670848	14903.5	187
274	2	2.0201118423178976	1.0	0.4449346830285887	6673.5	2755
275	3	3.2149792594697177	2.0	0.6443046565418644	10480.333333333334	12929
276	3	3.7593867073972285	3.0	0.7980581539631664	13672.0	16340
277	2	2.289772946888622	2.0	0.543715736283871	9786.0	54
278	2	2.3585631448410562	2.0	0.5680766090973713	8799.0	233
279	2	2.5443247222305927	2.0	0.6604543244254476	10533.5	327
280	2	2.510021049726685	2.0	0.6750029433447644	13163.0	452
281	3	3.696513378364629	3.0	0.7592240347850623	11403.0	2118
282	1	1.4933369257058327	1.0	0.49333692570583276	8771.0	70
283	1	1.6274190404807674	1.0	0.6274190404807675	9490.0	40
284	2	2.667620084879025	2.0	0.7409583398446793	13617.5	228
285	1	1.5640421825434978	1.0	0.5640421825434977	11489.0	34
286	1	1.836624447179039	1.0	0.8366244471790389	10211.0	25
287	1	1.4794642454276457	1.0	0.4794642454276457	9184.0	16
288	1	1.1080997089727294	1.0	0.10809970897272929	2656.0	0
289	2	2.279661028723651	2.0	0.5320505930500894	8748.0	82
290	2	2.553702062628136	2.0	0.6765367055534385	11120.5	132
291	1	1.6239699118987272	1.0	0.6239699118987272	10489.0	64
292	1	1.6399798169343192	1.0	0.6399798169343192	10147.0	59
293	2	2.391776464416232	2.0	0.610141088539432	10980.5	631
294	2	2.528814633465146	2.0	0.6711668921921314	10874.0	460
295	2	2.419114961226999	2.0	0.5975092709381142	10618.5	110
296	2	2.763444685264597	2.0	0.7886772983308884	10070.0	948
297	3	3.587723688792579	3.0	0.7272139960035198	12050.333333333334	879
298	2	2.546776974277114	2.0	0.6791353105640419	10383.0	404
299	2	2.3576072439467146	2.0	0.5838917830355516	11251.5	215
300	2	2.743513873739404	2.0	0.80387830457784	14347.0	1282
301	3	3.7631212760766735	3.0	0.8096897923786204	13358.333333333334	11261
302	1	1.8334582987893189	1.0	0.833458298789319	16695.0	1763
303	2	2.616338261365963	2.0	0.7271470546975611	11411.0	137
304	2	2.7918456560798046	2.0	0.8120575459262571	14275.5	2279
305	3	3.5264124450424745	3.0	0.7188489369174728	11465.333333333334	752
306	2	2.6135781795303874	2.0	0.6995673846924616	14886.5	987
307	1	1.336550501976659	1.0	0.33655050197665903	6481.0	13
308	1	1.7119053689091184	1.0	0.7119053689091184	9721.0	39
309	1	1.5886624159051266	1.0	0.5886624159051267	11401.0	144
310	2	2.510873634607475	2.0	0.651132764653387	13954.0	264
311	2	2.296308254168235	2.0	0.550609916383043	8133.0	260
312	2	2.4486728390696157	2.0	0.6182326502154136	9715.5	56
313	1	1.4648431618043796	1.0	0.46484316180437957	11164.0	23
314	2	2.334521490266076	2.0	0.5710938421218795	10653.5	408
315	2	2.756489690845279	2.0	0.7860213638656752	8217.5	1160
316	4	4.543254481303617	4.0	0.7418739370163624	12815.25	653
317	3	3.100891822644579	3.0	0.48049296406787034	12707.0	144
318	2	2.2097236722565503	2.0	0.5011173777193141	7784.0	139
319	2	2.106939317079784	1.0	0.43792389659533876	6961.0	111
320	1	1.482087187554757	1.0	0.4820871875547571	11907.0	6
321	2	2.6374111521573607	2.0	0.7169471493720193	7801.0	105
322	1	1.6330965469697352	1.0	0.6330965469697352	11045.0	141
323	1	1.7522050145028487	1.0	0.7522050145028487	11661.0	39
324	1	1.6273509603298624	1.0	0.6273509603298624	6525.0	20
325	3	3.7432543081991847	3.0	0.766869503303178	15384.333333333334	6304
326	2	2.8100096863318083	2.0	0.8304790462437784	14529.5	6902
327	2	2.5558890549097053	2.0	0.6744244670541609	11577.0	146
328	3	3.500278367870287	3.0	0.7005126981249502	12151.0	2457
329	6	6.046948108507233	5.0	0.7009054971354671	12127.166666666666	118236
330	2	2.5785033495593686	2.0	0.6971588415149891	12399.5	147
331	1	1.6819339536895082	1.0	0.681933953689508	15341.0	85
332	1	1.625524093597293	1.0	0.625524093597293	7127.0	5
333	2	2.629958277504307	2.0	0.707778752856821	13459.5	762
334	1	1.862883455641864	1.0	0.8628834556418641	15267.0	3580
335	2	2.8021596736689913	2.0	0.8161516251784314	16022.5	2339
336	3	3.5553134371199175	3.0	0.7113238670871069	10423.0	1990
337	1	1.4286191006208915	1.0	0.4286191006208914	6389.0	65
338	2	2.498215805787578	2.0	0.652999764281873	8175.5	145
339	2	2.709942341874739	2.0	0.7421763231265721	12987.5	180
340	1	1.834523278252642	1.0	0.8345232782526419	15448.0	1431
341	1	1.4102665004226367	1.0	0.41026650042263674	6296.0	23
342	2	2.1761189088963446	2.0	0.47961654316234875	8814.5	111
343	2	2.365199148790844	2.0	0.5770919448517523	6864.0	116
344	2	2.4254026836152303	2.0	0.6252083032820623	11551.5	485
345	2	2.744182284615437	2.0	0.7608818741506637	12940.5	645
346	1	1.6911103790615796	1.0	0.6911103790615795	8181.0	162
347	2	2.2944336470555062	2.0	0.5352748111436343	10857.0	652
348	1	1.581055068323522	1.0	0.581055068323522	10271.0	117
349	3	3.3331201643362367	3.0	0.6413752816088332	12152.666666666666	2646
350	3	3.077155651838063	2.0	0.6087536906832894	10398.666666666666	20513
351	2	2.2537173436496287	2.0	0.5318824767590787	8972.0	274
352	2	2.322675134024398	2.0	0.5524290161930768	6964.5	121
353	2	2.2322910237175164	2.0	0.5015537375490366	9428.0	59
354	1	1.6324206880477516	1.0	0.6324206880477516	10237.0	134
355	4	4.079244111254856	3.0	0.6666110511737016	10371.5	111424
356	2	2.236784632553842	2.0	0.5187499204232093	8434.5	180
357	2	2.1209579517263215	1.0	0.49116892935797185	8277.5	8331
358	4	4.761626473753621	4.0	0.7908833719595374	15058.25	47701
359	3	3.103692014599172	2.0	0.6125071565965479	9664.333333333334	4791
360	2	2.8181232277152586	2.0	0.822492281079779	16270.5	334
361	2	2.2925214352826417	2.0	0.5546524742898351	11484.5	234
362	1	1.5329296219105386	1.0	0.5329296219105386	5717.0	41
363	2	2.080043466522844	1.0	0.4642958784768623	6436.5	1374
364	3	3.0309487036220486	2.0	0.5930169717734775	9955.0	12676
365	2	2.3952803486633023	2.0	0.5964462616765488	9985.0	212
366	3	3.7312678740290806	3.0	0.7629958209173611	15731.0	457
367	1	1.7615369149870241	1.0	0.7615369149870241	13906.0	56
368	2	2.3649759807351165	2.0	0.5974408035799272	9427.5	214
369	3	3.111370107228857	2.0	0.6307078652481305	10983.0	84336
370	2	2.3552640704691745	2.0	0.5816109157650374	10018.5	151
371	2	2.350358063100802	2.0	0.5689758866209703	12690.0	623
372	1	1.292827625134973	1.0	0.29282762513497307	6592.0	43
373	4	4.115025093423437	3.0	0.6454266332966876	10690.5	54219
374	2	2.5010511424972224	2.0	0.6620638881537645	9435.5	222
375	2	2.1422771291258615	2.0	0.46181906154484365	9264.5	68
376	1	1.5893846030395362	1.0	0.5893846030395362	11964.0	42
377	2	2.4037843772020278	2.0	0.6004521146107134	8167.0	371
378	2	2.439369523593599	2.0	0.649775102038799	11907.0	222
379	1	1.7634969354707448	1.0	0.7634969354707448	12662.0	29
380	5	5.124316223258526	4.0	0.6907316857845707	12603.0	152488
381	4	4.134077468287553	3.0	0.6972668040159226	11708.5	24103
382	1	1.852580439294861	1.0	0.8525804392948609	14430.0	4170
383	1	1.5402315312774768	1.0	0.5402315312774768	10102.0	20
384	3	3.5601752573043637	3.0	0.7282618927926444	7456.333333333333	557
385	2	2.061781040067458	1.0	0.4668839150063617	7852.0	3951
386	2	2.8144767828577777	2.0	0.8414492321258229	12058.5	6237
387	2	2.468749354417271	2.0	0.63661845913231	10500.0	143
388	1	1.8185786518093865	1.0	0.8185786518093866	10768.0	422
389	2	2.8701439793834442	2.0	0.8725566451796235	12707.0	15915
390	4	4.105988335995611	3.0	0.6784018146993132	10257.5	165564
391	1	1.6259474933715237	1.0	0.6259474933715238	7937.0	101
392	2	2.3646883085016164	2.0	0.5815612507369181	12013.0	248
393	2	2.256659731784249	2.0	0.5140054468220566	5111.5	144
394	2	2.7912282426804786	2.0	0.8029738453097343	14499.5	13591
395	2	2.0611628978073657	1.0	0.4677142126915477	8465.0	5458
396	3	3.455937553760599	3.0	0.6848755218557669	12531.0	762
397	3	3.4249216582867037	3.0	0.6796843553050764	11870.0	344
398	1	1.746524524240121	1.0	0.7465245242401211	13841.0	155
399	2	2.7802971533454492	2.0	0.8247714970251206	12373.5	7566
400	2	2.0569342298594075	1.0	0.46135162263652946	7376.0	2545
401	4	4.026182956397294	3.0	0.6276528225713967	8985.75	12810
402	2	2.8024074179986656	2.0	0.8261486566651937	11630.0	1055
403	2	2.83731271951094	2.0	0.8381484722634199	14136.5	13674
404	1	1.686893008455491	1.0	0.686893008455491	11205.0	62
405	2	2.1999977541977653	2.0	0.48741300733577864	11825.0	62
406	2	2.525059542799763	2.0	0.6672371482657453	8723.0	245
407	6	6.6449786173889365	5.0	0.7901524517824627	13480.0	73199
408	2	2.4620111277450802	2.0	0.6168659110066016	9922.0	85
409	1	1.3624300245263925	1.0	0.36243002452639256	6253.0	33
410	2	2.457044306056562	2.0	0.6206560439309894	9947.0	220
411	2	2.2592617191643436	2.0	0.5291122592034786	9537.5	86
412	2	2.2984823547250097	2.0	0.5512967879356597	7870.0	191
413	2	2.308722096846782	2.0	0.5452374153476621	11387.5	122
414	2	2.286206312284996	2.0	0.5272176995272859	8198.5	115
415	2	2.0459008039174806	1.0	0.456694361781384	7186.5	807
416	1	1.547817195251299	1.0	0.547817195251299	11105.0	33
417	2	2.6623466405770957	2.0	0.7209075737812657	9348.5	408
418	2	2.4057949396244767	2.0	0.5952300891581209	10439.5	122
419	1	1.7719558201957888	1.0	0.7719558201957889	13164.0	41
420	2	2.5311047823219743	2.0	0.6806450545327931	10519.0	496
